timestamp,Date,load,Year,Month,Hour
2020-01-16 06:00:00,2020-01-16,15811.0,2020,1,7.0
2020-01-16 07:00:00,2020-01-16,17207.0,2020,1,8.0
2020-01-16 08:00:00,2020-01-16,17574.0,2020,1,9.0
2020-01-16 09:00:00,2020-01-16,17430.0,2020,1,10.0
2020-01-16 10:00:00,2020-01-16,17317.0,2020,1,11.0
2020-01-16 11:00:00,2020-01-16,17288.0,2020,1,12.0
2020-01-16 12:00:00,2020-01-16,17150.0,2020,1,13.0
2020-01-16 13:00:00,2020-01-16,17148.0,2020,1,14.0
2020-01-16 14:00:00,2020-01-16,17100.0,2020,1,15.0
2020-01-16 15:00:00,2020-01-16,17340.0,2020,1,16.0
2020-01-16 16:00:00,2020-01-16,18021.0,2020,1,17.0
2020-01-16 17:00:00,2020-01-16,18926.0,2020,1,18.0
2020-01-16 18:00:00,2020-01-16,19155.0,2020,1,19.0
2020-01-16 19:00:00,2020-01-16,18982.0,2020,1,20.0
2020-01-16 20:00:00,2020-01-16,18730.0,2020,1,21.0
2020-01-16 21:00:00,2020-01-16,18135.0,2020,1,22.0
2020-01-16 22:00:00,2020-01-16,17174.0,2020,1,23.0
2020-01-16 23:00:00,2020-01-16,16097.0,2020,1,24.0
2020-01-17 00:00:00,2020-01-17,15653.0,2020,1,1.0
2020-01-17 01:00:00,2020-01-17,15442.0,2020,1,2.0
2020-01-17 02:00:00,2020-01-17,15353.0,2020,1,3.0
2020-01-17 03:00:00,2020-01-17,15340.0,2020,1,4.0
2020-01-17 04:00:00,2020-01-17,15597.0,2020,1,5.0
2020-01-17 05:00:00,2020-01-17,16202.0,2020,1,6.0
2020-01-17 06:00:00,2020-01-17,17401.0,2020,1,7.0
2020-01-17 07:00:00,2020-01-17,18891.0,2020,1,8.0
2020-01-17 08:00:00,2020-01-17,19202.0,2020,1,9.0
2020-01-17 09:00:00,2020-01-17,18835.0,2020,1,10.0
2020-01-17 10:00:00,2020-01-17,18544.0,2020,1,11.0
2020-01-17 11:00:00,2020-01-17,18312.0,2020,1,12.0
2020-01-17 12:00:00,2020-01-17,18110.0,2020,1,13.0
2020-01-17 13:00:00,2020-01-17,17936.0,2020,1,14.0
2020-01-17 14:00:00,2020-01-17,17859.0,2020,1,15.0
2020-01-17 15:00:00,2020-01-17,18142.0,2020,1,16.0
2020-01-17 16:00:00,2020-01-17,18877.0,2020,1,17.0
2020-01-17 17:00:00,2020-01-17,19928.0,2020,1,18.0
2020-01-17 18:00:00,2020-01-17,19739.0,2020,1,19.0
2020-01-17 19:00:00,2020-01-17,19617.0,2020,1,20.0
2020-01-17 20:00:00,2020-01-17,19277.0,2020,1,21.0
2020-01-17 21:00:00,2020-01-17,18508.0,2020,1,22.0
2020-01-17 22:00:00,2020-01-17,17646.0,2020,1,23.0
2020-01-17 23:00:00,2020-01-17,16227.0,2020,1,24.0
